No.,Time (s),Cumulative Volume (mL),Individual Volume (per 5 s),Average Individual Volume (per 5 s),Actual Flux,,Membrane Pore Size
0,0,0,0,0,0.050409892,,0.97
1,5,0.35,0.35,0.35,0.018189136,,
2,10,1.33,0.98,0.98,0.050929582,,
3,15,2.28,0.95,0.808,0.04199092,,
4,20,3.19,0.91,0.916,0.047603568,,
5,25,4.04,0.85,0.896,0.046564189,,
6,30,4.93,0.89,0.87,0.045212996,,
7,35,5.81,0.88,0.856,0.044485431,,
8,40,6.63,0.82,0.854,0.044381493,,
9,45,7.47,0.84,0.834,0.043342113,,
10,50,8.31,0.84,0.828,0.0430303,,
11,55,9.1,0.79,0.826,0.042926362,,
12,60,9.95,0.85,0.816,0.042406672,,
13,65,10.76,0.81,0.808,0.04199092,,
14,70,11.55,0.79,0.808,0.04199092,,
15,75,12.35,0.8,0.794,0.041263355,,
16,80,13.14,0.79,0.778,0.040431852,,
17,85,13.92,0.78,0.77,0.0400161,,
18,90,14.65,0.73,0.768,0.039912162,,
19,95,15.4,0.75,0.76,0.03949641,,
20,100,16.19,0.79,0.754,0.039184597,,
21,105,16.94,0.75,0.76,0.03949641,,
22,110,17.69,0.75,0.754,0.039184597,,
23,115,18.45,0.76,0.742,0.038560969,,
24,120,19.17,0.72,0.74,0.038457031,,
25,125,19.9,0.73,0.742,0.038560969,,
26,130,20.64,0.74,0.736,0.038249155,,
27,135,21.4,0.76,0.734,0.038145217,,
28,140,22.13,0.73,0.726,0.037729466,,
29,145,22.84,0.71,0.726,0.037729466,,
30,150,23.53,0.69,0.722,0.03752159,,
31,155,24.27,0.74,0.712,0.0370019,,
32,160,25.01,0.74,0.708,0.036794024,,
33,165,25.69,0.68,0.716,0.037209776,,
34,170,26.38,0.69,0.708,0.036794024,,
35,175,27.11,0.73,0.696,0.036170397,,
36,180,27.81,0.7,0.706,0.036690086,,
37,185,28.49,0.68,0.702,0.036482211,,
38,190,29.22,0.73,0.696,0.036170397,,
39,195,29.89,0.67,0.69,0.035858583,,
40,200,30.59,0.7,0.686,0.035650707,,
41,205,31.26,0.67,0.684,0.035546769,,
42,210,31.92,0.66,0.686,0.035650707,,
43,215,32.64,0.72,0.69,0.035858583,,
44,220,33.32,0.68,0.688,0.035754645,,
45,225,34.04,0.72,0.69,0.035858583,,
46,230,34.7,0.66,0.686,0.035650707,,
47,235,35.37,0.67,0.68,0.035338893,,
48,240,36.07,0.7,0.668,0.034715266,,
49,245,36.72,0.65,0.67,0.034819204,,
50,250,37.38,0.66,0.668,0.034715266,,
51,255,38.05,0.67,0.656,0.034091638,,
52,260,38.71,0.66,0.666,0.034611328,,
53,265,39.35,0.64,0.658,0.034195576,,
54,270,40.05,0.7,0.652,0.033883763,,
55,275,40.67,0.62,0.662,0.034403452,,
56,280,41.31,0.64,0.658,0.034195576,,
57,285,42.02,0.71,0.648,0.033675887,,
58,290,42.64,0.62,0.656,0.034091638,,
59,295,43.29,0.65,0.66,0.034299514,,
60,300,43.95,0.66,0.65,0.033779825,,
61,305,44.61,0.66,0.648,0.033675887,,
62,310,45.27,0.66,0.646,0.033571949,,
63,315,45.88,0.61,0.644,0.033468011,,
64,320,46.52,0.64,0.646,0.033571949,,
65,325,47.17,0.65,0.638,0.033156197,,
66,330,47.84,0.67,0.644,0.033468011,,
67,335,48.46,0.62,0.642,0.033364073,,
68,340,49.1,0.64,0.64,0.033260135,,
69,345,49.73,0.63,0.638,0.033156197,,
70,350,50.37,0.64,0.638,0.033156197,,
71,355,51.03,0.66,0.64,0.033260135,,
72,360,51.65,0.62,0.636,0.033052259,,
73,365,52.3,0.65,0.644,0.033468011,,
74,370,52.91,0.61,0.638,0.033156197,,
75,375,53.59,0.68,0.632,0.032844383,,
76,380,54.22,0.63,0.628,0.032636508,,
77,385,54.81,0.59,0.628,0.032636508,,
78,390,55.44,0.63,0.62,0.032220756,,
79,395,56.05,0.61,0.62,0.032220756,,
80,400,56.69,0.64,0.622,0.032324694,,
81,405,57.32,0.63,0.626,0.03253257,,
82,410,57.92,0.6,0.632,0.032844383,,
83,415,58.57,0.65,0.63,0.032740445,,
84,420,59.21,0.64,0.628,0.032636508,,
85,425,59.84,0.63,0.628,0.032636508,,
86,430,60.46,0.62,0.622,0.032324694,,
87,435,61.06,0.6,0.61,0.031701066,,
88,440,61.68,0.62,0.61,0.031701066,,
89,445,62.26,0.58,0.608,0.031597128,,
90,450,62.89,0.63,0.61,0.031701066,,
91,455,63.5,0.61,0.614,0.031908942,,
92,460,64.11,0.61,0.618,0.032116818,,
93,465,64.75,0.64,0.61,0.031701066,,
94,470,65.35,0.6,0.606,0.03149319,,
95,475,65.94,0.59,0.61,0.031701066,,
96,480,66.53,0.59,0.602,0.031285315,,
97,485,67.16,0.63,0.608,0.031597128,,
98,490,67.76,0.6,0.604,0.031389252,,
99,495,68.39,0.63,0.614,0.031908942,,
100,500,68.96,0.57,0.604,0.031389252,,
101,505,69.6,0.64,0.604,0.031389252,,
102,510,70.18,0.58,0.602,0.031285315,,
103,515,70.78,0.6,0.608,0.031597128,,
104,520,71.4,0.62,0.602,0.031285315,,
105,525,72,0.6,0.61,0.031701066,,
106,530,72.61,0.61,0.606,0.03149319,,
107,535,73.23,0.62,0.596,0.030973501,,
108,540,73.81,0.58,0.604,0.031389252,,
109,545,74.38,0.57,0.598,0.031077439,,
110,550,75.02,0.64,0.592,0.030765625,,
111,555,75.6,0.58,0.592,0.030765625,,
112,560,76.19,0.59,0.608,0.031597128,,
113,565,76.77,0.58,0.594,0.030869563,,
114,570,77.42,0.65,0.596,0.030973501,,
115,575,77.99,0.57,0.59,0.030661687,,
116,580,78.58,0.59,0.592,0.030765625,,
117,585,79.14,0.56,0.584,0.030349873,,
118,590,79.73,0.59,0.594,0.030869563,,
119,595,80.34,0.61,0.596,0.030973501,,
120,600,80.96,0.62,0.6,0.031181377,,
121,605,81.56,0.6,0.596,0.030973501,,
122,610,82.14,0.58,0.592,0.030765625,,
123,615,82.71,0.57,0.59,0.030661687,,
124,620,83.3,0.59,0.582,0.030245935,,
125,625,83.91,0.61,0.584,0.030349873,,
126,630,84.47,0.56,0.584,0.030349873,,
127,635,85.06,0.59,0.584,0.030349873,,
128,640,85.63,0.57,0.586,0.030453811,,
129,645,86.22,0.59,0.592,0.030765625,,
130,650,86.84,0.62,0.588,0.030557749,,
131,655,87.43,0.59,0.59,0.030661687,,
132,660,88,0.57,0.584,0.030349873,,
133,665,88.58,0.58,0.582,0.030245935,,
134,670,89.14,0.56,0.58,0.030141997,,
135,675,89.75,0.61,0.58,0.030141997,,
136,680,90.33,0.58,0.576,0.029934122,,
137,685,90.9,0.57,0.58,0.030141997,,
138,690,91.46,0.56,0.57,0.029622308,,
139,695,92.04,0.58,0.578,0.030038059,,
140,700,92.6,0.56,0.578,0.030038059,,
141,705,93.22,0.62,0.582,0.030245935,,
142,710,93.79,0.57,0.578,0.030038059,,
143,715,94.37,0.58,0.584,0.030349873,,
144,720,94.93,0.56,0.576,0.029934122,,
145,725,95.52,0.59,0.58,0.030141997,,
146,730,96.1,0.58,0.568,0.02951837,,
147,735,96.69,0.59,0.58,0.030141997,,
148,740,97.21,0.52,0.572,0.029726246,,
149,745,97.83,0.62,0.57,0.029622308,,
150,750,98.38,0.55,0.568,0.02951837,,
151,755,98.95,0.57,0.582,0.030245935,,
152,760,99.53,0.58,0.564,0.029310494,,
153,765,100.12,0.59,0.576,0.029934122,,
154,770,100.65,0.53,0.574,0.029830184,,
155,775,101.26,0.61,0.568,0.02951837,,
156,780,101.82,0.56,0.572,0.029726246,,
157,785,102.37,0.55,0.572,0.029726246,,
158,790,102.98,0.61,0.566,0.029414432,,
159,795,103.51,0.53,0.568,0.02951837,,
160,800,104.09,0.58,0.572,0.029726246,,
161,805,104.66,0.57,0.562,0.029206556,,
162,810,105.23,0.57,0.57,0.029622308,,
163,815,105.79,0.56,0.568,0.02951837,,
164,820,106.36,0.57,0.566,0.029414432,,
165,825,106.93,0.57,0.568,0.02951837,,
166,830,107.49,0.56,0.568,0.02951837,,
167,835,108.07,0.58,0.566,0.029414432,,
168,840,108.63,0.56,0.564,0.029310494,,
169,845,109.19,0.56,0.564,0.029310494,,
170,850,109.75,0.56,0.558,0.02899868,,
171,855,110.31,0.56,0.562,0.029206556,,
172,860,110.86,0.55,0.562,0.029206556,,
173,865,111.44,0.58,0.562,0.029206556,,
174,870,112,0.56,0.562,0.029206556,,
175,875,112.56,0.56,0.562,0.029206556,,
176,880,113.12,0.56,0.558,0.02899868,,
177,885,113.67,0.55,0.56,0.029102618,,
178,890,114.23,0.56,0.56,0.029102618,,
179,895,114.8,0.57,0.562,0.029206556,,
180,900,115.36,0.56,0.566,0.029414432,,
181,905,115.93,0.57,0.564,0.029310494,,
182,910,116.5,0.57,0.562,0.029206556,,
183,915,117.05,0.55,0.564,0.029310494,,
184,920,117.61,0.56,0.558,0.02899868,,
185,925,118.18,0.57,0.56,0.029102618,,
186,930,118.72,0.54,0.552,0.028686866,,
187,935,119.3,0.58,0.552,0.028686866,,
188,940,119.81,0.51,0.556,0.028894742,,
189,945,120.37,0.56,0.558,0.02899868,,
190,950,120.96,0.59,0.542,0.028167177,,
191,955,121.51,0.55,0.554,0.028790804,,
192,960,122.01,0.5,0.552,0.028686866,,
193,965,122.58,0.57,0.55,0.028582929,,
194,970,123.13,0.55,0.546,0.028375053,,
195,975,123.71,0.58,0.56,0.029102618,,
196,980,124.24,0.53,0.554,0.028790804,,
197,985,124.81,0.57,0.56,0.029102618,,
198,990,125.35,0.54,0.546,0.028375053,,
199,995,125.93,0.58,0.558,0.02899868,,
200,1000,126.44,0.51,0.548,0.028478991,,
201,1005,127.03,0.59,0.55,0.028582929,,
202,1010,127.55,0.52,0.546,0.028375053,,
203,1015,128.1,0.55,0.556,0.028894742,,
204,1020,128.66,0.56,0.55,0.028582929,,
205,1025,129.22,0.56,0.556,0.028894742,,
206,1030,129.78,0.56,0.552,0.028686866,,
207,1035,130.33,0.55,0.55,0.028582929,,
208,1040,130.86,0.53,0.548,0.028478991,,
209,1045,131.41,0.55,0.55,0.028582929,,
210,1050,131.96,0.55,0.542,0.028167177,,
211,1055,132.53,0.57,0.548,0.028478991,,
212,1060,133.04,0.51,0.546,0.028375053,,
213,1065,133.6,0.56,0.548,0.028478991,,
214,1070,134.14,0.54,0.536,0.027855363,,
215,1075,134.7,0.56,0.544,0.028271115,,
216,1080,135.21,0.51,0.544,0.028271115,,
217,1085,135.76,0.55,0.542,0.028167177,,
218,1090,136.32,0.56,0.542,0.028167177,,
219,1095,136.85,0.53,0.554,0.028790804,,
220,1100,137.41,0.56,0.554,0.028790804,,
221,1105,137.98,0.57,0.542,0.028167177,,
222,1110,138.53,0.55,0.546,0.028375053,,
223,1115,139.03,0.5,0.546,0.028375053,,
224,1120,139.58,0.55,0.54,0.028063239,,
225,1125,140.14,0.56,0.53,0.027543549,,
226,1130,140.68,0.54,0.544,0.028271115,,
227,1135,141.18,0.5,0.544,0.028271115,,
228,1140,141.75,0.57,0.534,0.027751425,,
229,1145,142.3,0.55,0.532,0.027647487,,
230,1150,142.81,0.51,0.54,0.028063239,,
231,1155,143.34,0.53,0.54,0.028063239,,
232,1160,143.88,0.54,0.538,0.027959301,,
233,1165,144.45,0.57,0.538,0.027959301,,
234,1170,144.99,0.54,0.54,0.028063239,,
235,1175,145.5,0.51,0.542,0.028167177,,
236,1180,146.04,0.54,0.528,0.027439611,,
237,1185,146.59,0.55,0.53,0.027543549,,
238,1190,147.09,0.5,0.54,0.028063239,,
239,1195,147.64,0.55,0.54,0.028063239,,
240,1200,148.2,0.56,0.534,0.027751425,,
241,1205,148.74,0.54,0.546,0.028375053,,
242,1210,149.26,0.52,0.544,0.028271115,,
243,1215,149.82,0.56,0.528,0.027439611,,
244,1220,150.36,0.54,0.534,0.027751425,,
245,1225,150.84,0.48,0.538,0.027959301,,
246,1230,151.41,0.57,0.532,0.027647487,,
247,1235,151.95,0.54,0.524,0.027231736,,
248,1240,152.48,0.53,0.54,0.028063239,,
249,1245,152.98,0.5,0.534,0.027751425,,
250,1250,153.54,0.56,0.524,0.027231736,,
251,1255,154.08,0.54,0.53,0.027543549,,
252,1260,154.57,0.49,0.528,0.027439611,,
253,1265,155.13,0.56,0.526,0.027335673,,
254,1270,155.62,0.49,0.53,0.027543549,,
255,1275,156.17,0.55,0.534,0.027751425,,
256,1280,156.73,0.56,0.53,0.027543549,,
257,1285,157.24,0.51,0.54,0.028063239,,
258,1290,157.78,0.54,0.532,0.027647487,,
259,1295,158.32,0.54,0.528,0.027439611,,
260,1300,158.83,0.51,0.524,0.027231736,,
261,1305,159.37,0.54,0.528,0.027439611,,
262,1310,159.86,0.49,0.52,0.02702386,,
263,1315,160.42,0.56,0.53,0.027543549,,
264,1320,160.92,0.5,0.53,0.027543549,,
265,1325,161.48,0.56,0.532,0.027647487,,
266,1330,162.02,0.54,0.528,0.027439611,,
267,1335,162.52,0.5,0.528,0.027439611,,
268,1340,163.06,0.54,0.524,0.027231736,,
269,1345,163.56,0.5,0.524,0.027231736,,
270,1350,164.1,0.54,0.526,0.027335673,,
271,1355,164.64,0.54,0.518,0.026919922,,
272,1360,165.15,0.51,0.528,0.027439611,,
273,1365,165.65,0.5,0.528,0.027439611,,
274,1370,166.2,0.55,0.52,0.02702386,,
275,1375,166.74,0.54,0.518,0.026919922,,
276,1380,167.24,0.5,0.53,0.027543549,,
277,1385,167.74,0.5,0.522,0.027127798,,
278,1390,168.3,0.56,0.52,0.02702386,,
279,1395,168.81,0.51,0.518,0.026919922,,
280,1400,169.34,0.53,0.53,0.027543549,,
281,1405,169.83,0.49,0.516,0.026815984,,
282,1410,170.39,0.56,0.524,0.027231736,,
283,1415,170.88,0.49,0.516,0.026815984,,
284,1420,171.43,0.55,0.518,0.026919922,,
285,1425,171.92,0.49,0.516,0.026815984,,
286,1430,172.42,0.5,0.526,0.027335673,,
287,1435,172.97,0.55,0.516,0.026815984,,
288,1440,173.51,0.54,0.514,0.026712046,,
289,1445,174.01,0.5,0.524,0.027231736,,
290,1450,174.49,0.48,0.51,0.02650417,,
291,1455,175.04,0.55,0.51,0.02650417,,
292,1460,175.52,0.48,0.52,0.02702386,,
293,1465,176.06,0.54,0.522,0.027127798,,
294,1470,176.61,0.55,0.518,0.026919922,,
295,1475,177.1,0.49,0.53,0.027543549,,
296,1480,177.63,0.53,0.518,0.026919922,,
297,1485,178.17,0.54,0.516,0.026815984,,
298,1490,178.65,0.48,0.522,0.027127798,,
299,1495,179.19,0.54,0.514,0.026712046,,
300,1500,179.71,0.52,0.512,0.026608108,,
301,1505,180.2,0.49,0.516,0.026815984,,
302,1510,180.73,0.53,0.516,0.026815984,,
303,1515,181.23,0.5,0.51,0.02650417,,
304,1520,181.77,0.54,0.514,0.026712046,,
305,1525,182.26,0.49,0.514,0.026712046,,
306,1530,182.77,0.51,0.512,0.026608108,,
307,1535,183.3,0.53,0.51,0.02650417,,
308,1540,183.79,0.49,0.51,0.02650417,,
309,1545,184.32,0.53,0.516,0.026815984,,
310,1550,184.81,0.49,0.506,0.026296294,,
311,1555,185.35,0.54,0.514,0.026712046,,
312,1560,185.83,0.48,0.506,0.026296294,,
313,1565,186.36,0.53,0.516,0.026815984,,
314,1570,186.85,0.49,0.506,0.026296294,,
315,1575,187.39,0.54,0.51,0.02650417,,
316,1580,187.88,0.49,0.512,0.026608108,,
317,1585,188.38,0.5,0.512,0.026608108,,
318,1590,188.92,0.54,0.512,0.026608108,,
319,1595,189.41,0.49,0.51,0.02650417,,
320,1600,189.95,0.54,0.508,0.026400232,,
321,1605,190.43,0.48,0.506,0.026296294,,
322,1610,190.92,0.49,0.506,0.026296294,,
323,1615,191.45,0.53,0.506,0.026296294,,
324,1620,191.94,0.49,0.51,0.02650417,,
325,1625,192.48,0.54,0.516,0.026815984,,
326,1630,192.98,0.5,0.5,0.025984481,,
327,1635,193.5,0.52,0.514,0.026712046,,
328,1640,193.95,0.45,0.504,0.026192356,,
329,1645,194.51,0.56,0.502,0.026088418,,
330,1650,195,0.49,0.498,0.025880543,,
331,1655,195.49,0.49,0.51,0.02650417,,
332,1660,195.99,0.5,0.496,0.025776605,,
333,1665,196.5,0.51,0.508,0.026400232,,
334,1670,196.99,0.49,0.506,0.026296294,,
335,1675,197.54,0.55,0.5,0.025984481,,
336,1680,198.02,0.48,0.508,0.026400232,,
337,1685,198.49,0.47,0.508,0.026400232,,
338,1690,199.04,0.55,0.506,0.026296294,,
339,1695,199.53,0.49,0.506,0.026296294,,
340,1700,200.07,0.54,0.51,0.02650417,,
341,1705,200.55,0.48,0.504,0.026192356,,
342,1710,201.04,0.49,0.502,0.026088418,,
343,1715,201.56,0.52,0.5,0.025984481,,
344,1720,202.04,0.48,0.5,0.025984481,,
345,1725,202.57,0.53,0.508,0.026400232,,
346,1730,203.05,0.48,0.5,0.025984481,,
347,1735,203.58,0.53,0.502,0.026088418,,
348,1740,204.06,0.48,0.498,0.025880543,,
349,1745,204.55,0.49,0.5,0.025984481,,
350,1750,205.06,0.51,0.492,0.025568729,,
351,1755,205.55,0.49,0.502,0.026088418,,
352,1760,206.04,0.49,0.5,0.025984481,,
353,1765,206.57,0.53,0.504,0.026192356,,
354,1770,207.05,0.48,0.504,0.026192356,,
355,1775,207.58,0.53,0.5,0.025984481,,
356,1780,208.07,0.49,0.502,0.026088418,,
357,1785,208.54,0.47,0.5,0.025984481,,
358,1790,209.08,0.54,0.498,0.025880543,,
359,1795,209.55,0.47,0.496,0.025776605,,
360,1800,210.07,0.52,0.494,0.025672667,,
361,1805,210.55,0.48,0.486,0.025256915,,
362,1810,211.01,0.46,0.5,0.025984481,,
363,1815,211.51,0.5,0.494,0.025672667,,
364,1820,212.05,0.54,0.492,0.025568729,,
365,1825,212.54,0.49,0.508,0.026400232,,
366,1830,213.01,0.47,0.502,0.026088418,,
367,1835,213.55,0.54,0.49,0.025464791,,
368,1840,214.02,0.47,0.492,0.025568729,,
369,1845,214.5,0.48,0.504,0.026192356,,
370,1850,215,0.5,0.488,0.025360853,,
371,1855,215.53,0.53,0.494,0.025672667,,
372,1860,215.99,0.46,0.502,0.026088418,,
373,1865,216.49,0.5,0.496,0.025776605,,
374,1870,217.01,0.52,0.49,0.025464791,,
375,1875,217.48,0.47,0.498,0.025880543,,
376,1880,217.98,0.5,0.492,0.025568729,,
377,1885,218.48,0.5,0.486,0.025256915,,
378,1890,218.95,0.47,0.498,0.025880543,,
379,1895,219.44,0.49,0.494,0.025672667,,
380,1900,219.97,0.53,0.488,0.025360853,,
381,1905,220.45,0.48,0.492,0.025568729,,
382,1910,220.92,0.47,0.488,0.025360853,,
383,1915,221.41,0.49,0.484,0.025152977,,
384,1920,221.88,0.47,0.494,0.025672667,,
385,1925,222.39,0.51,0.494,0.025672667,,
386,1930,222.92,0.53,0.49,0.025464791,,
387,1935,223.39,0.47,0.492,0.025568729,,
388,1940,223.86,0.47,0.496,0.025776605,,
389,1945,224.34,0.48,0.484,0.025152977,,
390,1950,224.87,0.53,0.488,0.025360853,,
391,1955,225.34,0.47,0.49,0.025464791,,
392,1960,225.83,0.49,0.5,0.025984481,,
393,1965,226.31,0.48,0.492,0.025568729,,
394,1970,226.84,0.53,0.492,0.025568729,,
395,1975,227.33,0.49,0.488,0.025360853,,
396,1980,227.8,0.47,0.49,0.025464791,,
397,1985,228.27,0.47,0.48,0.024945101,,
398,1990,228.76,0.49,0.476,0.024737225,,
399,1995,229.24,0.48,0.486,0.025256915,,
400,2000,229.71,0.47,0.49,0.025464791,,
401,2005,230.23,0.52,0.484,0.025152977,,
402,2010,230.72,0.49,0.482,0.025049039,,
403,2015,231.18,0.46,0.494,0.025672667,,
404,2020,231.65,0.47,0.484,0.025152977,,
405,2025,232.18,0.53,0.482,0.025049039,,
406,2030,232.65,0.47,0.496,0.025776605,,
407,2035,233.13,0.48,0.494,0.025672667,,
408,2040,233.66,0.53,0.486,0.025256915,,
409,2045,234.12,0.46,0.49,0.025464791,,
410,2050,234.61,0.49,0.486,0.025256915,,
411,2055,235.1,0.49,0.476,0.024737225,,
412,2060,235.56,0.46,0.48,0.024945101,,
413,2065,236.04,0.48,0.486,0.025256915,,
414,2070,236.52,0.48,0.484,0.025152977,,
415,2075,237.04,0.52,0.492,0.025568729,,
416,2080,237.52,0.48,0.488,0.025360853,,
417,2085,238.02,0.5,0.488,0.025360853,,
418,2090,238.48,0.46,0.48,0.024945101,,
419,2095,238.96,0.48,0.476,0.024737225,,
420,2100,239.44,0.48,0.474,0.024633288,,
421,2105,239.9,0.46,0.484,0.025152977,,
422,2110,240.39,0.49,0.486,0.025256915,,
423,2115,240.9,0.51,0.486,0.025256915,,
424,2120,241.39,0.49,0.478,0.024841163,,
425,2125,241.87,0.48,0.484,0.025152977,,
426,2130,242.29,0.42,0.48,0.024945101,,
427,2135,242.81,0.52,0.478,0.024841163,,
428,2140,243.3,0.49,0.476,0.024737225,,
429,2145,243.78,0.48,0.486,0.025256915,,
430,2150,244.25,0.47,0.48,0.024945101,,
431,2155,244.72,0.47,0.478,0.024841163,,
432,2160,245.21,0.49,0.484,0.025152977,,
433,2165,245.69,0.48,0.48,0.024945101,,
434,2170,246.2,0.51,0.48,0.024945101,,
435,2175,246.65,0.45,0.476,0.024737225,,
436,2180,247.12,0.47,0.476,0.024737225,,
437,2185,247.59,0.47,0.476,0.024737225,,
438,2190,248.07,0.48,0.484,0.025152977,,
439,2195,248.58,0.51,0.476,0.024737225,,
440,2200,249.07,0.49,0.478,0.024841163,,
441,2205,249.5,0.43,0.476,0.024737225,,
442,2210,249.98,0.48,0.47,0.024425412,,
443,2215,250.45,0.47,0.466,0.024217536,,
444,2220,250.93,0.48,0.486,0.025256915,,
445,2225,251.4,0.47,0.48,0.024945101,,
446,2230,251.93,0.53,0.482,0.025049039,,
447,2235,252.38,0.45,0.478,0.024841163,,
448,2240,252.86,0.48,0.478,0.024841163,,
449,2245,253.32,0.46,0.468,0.024321474,,
450,2250,253.79,0.47,0.47,0.024425412,,
451,2255,254.27,0.48,0.48,0.024945101,,
452,2260,254.73,0.46,0.478,0.024841163,,
453,2265,255.26,0.53,0.48,0.024945101,,
454,2270,255.71,0.45,0.478,0.024841163,,
455,2275,256.19,0.48,0.482,0.025049039,,
456,2280,256.66,0.47,0.466,0.024217536,,
457,2285,257.14,0.48,0.47,0.024425412,,
458,2290,257.59,0.45,0.468,0.024321474,,
459,2295,258.06,0.47,0.476,0.024737225,,
460,2300,258.53,0.47,0.472,0.02452935,,
461,2305,259.04,0.51,0.478,0.024841163,,
462,2310,259.5,0.46,0.476,0.024737225,,
463,2315,259.98,0.48,0.474,0.024633288,,
464,2320,260.44,0.46,0.464,0.024113598,,
465,2325,260.9,0.46,0.476,0.024737225,,
466,2330,261.36,0.46,0.474,0.024633288,,
467,2335,261.88,0.52,0.472,0.02452935,,
468,2340,262.35,0.47,0.476,0.024737225,,
469,2345,262.8,0.45,0.478,0.024841163,,
470,2350,263.28,0.48,0.468,0.024321474,,
471,2355,263.75,0.47,0.466,0.024217536,,
472,2360,264.22,0.47,0.47,0.024425412,,
473,2365,264.68,0.46,0.47,0.024425412,,
474,2370,265.15,0.47,0.47,0.024425412,,
475,2375,265.63,0.48,0.468,0.024321474,,
476,2380,266.1,0.47,0.478,0.024841163,,
477,2385,266.56,0.46,0.468,0.024321474,,
478,2390,267.07,0.51,0.474,0.024633288,,
479,2395,267.49,0.42,0.474,0.024633288,,
480,2400,268,0.51,0.472,0.02452935,,
481,2405,268.47,0.47,0.464,0.024113598,,
482,2410,268.92,0.45,0.474,0.024633288,,
483,2415,269.39,0.47,0.464,0.024113598,,
484,2420,269.86,0.47,0.46,0.023905722,,
485,2425,270.32,0.46,0.462,0.02400966,,
486,2430,270.77,0.45,0.468,0.024321474,,
487,2435,271.23,0.46,0.464,0.024113598,,
488,2440,271.73,0.5,0.466,0.024217536,,
489,2445,272.18,0.45,0.468,0.024321474,,
490,2450,272.65,0.47,0.476,0.024737225,,
491,2455,273.11,0.46,0.464,0.024113598,,
492,2460,273.61,0.5,0.476,0.024737225,,
493,2465,274.05,0.44,0.472,0.02452935,,
494,2470,274.56,0.51,0.47,0.024425412,,
495,2475,275.01,0.45,0.46,0.023905722,,
496,2480,275.46,0.45,0.468,0.024321474,,
497,2485,275.91,0.45,0.462,0.02400966,,
498,2490,276.39,0.48,0.462,0.02400966,,
499,2495,276.87,0.48,0.466,0.024217536,,
500,2500,277.32,0.45,0.46,0.023905722,,
501,2505,277.79,0.47,0.464,0.024113598,,
502,2510,278.21,0.42,0.458,0.023801784,,
503,2515,278.71,0.5,0.462,0.02400966,,
504,2520,279.16,0.45,0.46,0.023905722,,
505,2525,279.63,0.47,0.472,0.02452935,,
506,2530,280.09,0.46,0.462,0.02400966,,
507,2535,280.57,0.48,0.466,0.024217536,,
508,2540,281.02,0.45,0.464,0.024113598,,
509,2545,281.49,0.47,0.464,0.024113598,,
510,2550,281.95,0.46,0.458,0.023801784,,
511,2555,282.41,0.46,0.462,0.02400966,,
512,2560,282.86,0.45,0.458,0.023801784,,
513,2565,283.33,0.47,0.458,0.023801784,,
514,2570,283.78,0.45,0.466,0.024217536,,
515,2575,284.24,0.46,0.456,0.023697846,,
516,2580,284.74,0.5,0.456,0.023697846,,
517,2585,285.14,0.4,0.462,0.02400966,,
518,2590,285.61,0.47,0.46,0.023905722,,
519,2595,286.09,0.48,0.45,0.023386032,,
520,2600,286.54,0.45,0.464,0.024113598,,
521,2605,286.99,0.45,0.464,0.024113598,,
522,2610,287.46,0.47,0.46,0.023905722,,
523,2615,287.93,0.47,0.458,0.023801784,,
524,2620,288.39,0.46,0.456,0.023697846,,
525,2625,288.83,0.44,0.458,0.023801784,,
526,2630,289.27,0.44,0.454,0.023593908,,
527,2635,289.75,0.48,0.464,0.024113598,,
528,2640,290.2,0.45,0.456,0.023697846,,
529,2645,290.71,0.51,0.47,0.024425412,,
530,2650,291.11,0.4,0.464,0.024113598,,
531,2655,291.62,0.51,0.468,0.024321474,,
532,2660,292.07,0.45,0.452,0.02348997,,
533,2665,292.54,0.47,0.47,0.024425412,,
534,2670,292.97,0.43,0.448,0.023282095,,
535,2675,293.46,0.49,0.46,0.023905722,,
536,2680,293.86,0.4,0.45,0.023386032,,
537,2685,294.37,0.51,0.46,0.023905722,,
538,2690,294.79,0.42,0.454,0.023593908,,
539,2695,295.27,0.48,0.458,0.023801784,,
540,2700,295.73,0.46,0.448,0.023282095,,
541,2705,296.15,0.42,0.456,0.023697846,,
542,2710,296.61,0.46,0.452,0.02348997,,
543,2715,297.07,0.46,0.452,0.02348997,,
544,2720,297.53,0.46,0.458,0.023801784,,
545,2725,297.99,0.46,0.464,0.024113598,,
546,2730,298.44,0.45,0.464,0.024113598,,
547,2735,298.93,0.49,0.456,0.023697846,,
548,2740,299.39,0.46,0.454,0.023593908,,
549,2745,299.81,0.42,0.458,0.023801784,,
550,2750,300.26,0.45,0.448,0.023282095,,
551,2755,300.73,0.47,0.452,0.02348997,,
552,2760,301.17,0.44,0.458,0.023801784,,
553,2765,301.65,0.48,0.458,0.023801784,,
554,2770,302.1,0.45,0.452,0.02348997,,
555,2775,302.55,0.45,0.45,0.023386032,,
556,2780,302.99,0.44,0.418,0.021723026,,
557,2785,303.42,0.43,0.386,0.020060019,,
